cust_id,gender,marrital,age,home_owner,num_cont,tot_bill,tot_call,tot_bal,fortune,tot_bytes,tot_air,num_out,google_bytes,google_air,yahoo_bytes,yahoo_air
c003781,Female,divorced,56,1,2,93.5018439,67,5307.63,LMI,397.09,2043.81,316,209.6,1092.61,343.59,725.65
c003782,Female,married,41,0,2,162.9753209,33,5607.76,LMI,799.49,3504.44,107,272.72,1394.76,160.43,823.85
c003783,Female,divorced,51,0,1,140.105588,35,5102.85,Mass,1079.8,2274.53,41,125.58,794.25,281.82,751.61
c003784,Female,single,43,1,2,166.7327049,14,4899.15,Mass,956.64,2681.32,159,118.64,906.96,287.42,942.12
c003785,Female,married,39,1,2,126.2147191,42,4872.7,LMI,919.52,2620.35,121,341.72,1063.38,292.38,786.97
c003786,Male,married,42,0,1,138.5701936,74,4418.76,Affluent,79.73,3054.08,331,79.73,847.58,79.73,815.79
c003787,Male,single,37,0,1,176.0078013,6,4728.79,Mass,618.68,3936.66,262,270.2,687.74,41.41,910.45
c003788,Female,single,41,0,2,154.1664727,69,5191.35,Affluent,258.62,3786.37,211,258.62,659.47,165.52,791.71
c003789,Female,single,40,0,3,166.1486643,86,5081.99,Affluent,1568.33,2646.18,284,262.9,951.83,305.05,690
c003790,Male,married,45,0,2,114.631126,66,5230.72,Mass,988.68,2756.91,258,173.59,865.72,133.27,618.78
c003791,Male,divorced,18,0,1,157.1037732,34,4722.72,LMI,482.96,3099.75,159,304.72,928.96,227.77,823.46
c003792,Female,married,27,1,2,150.0178371,48,4783.3,Mass,1254.54,3366.06,90,353.06,970.54,222.21,868.45
c003793,Male,married,18,0,2,157.0702675,50,4982.51,LMI,1885,3624.47,166,387.44,1190.53,261.36,1066.97
c003794,Male,single,51,1,2,134.1654333,72,5613.41,LMI,301.95,3079.84,340,250.56,909.12,301.95,908.47
c003795,Male,divorced,49,0,2,165.3850468,35,4569.05,Affluent,485.03,3401.57,366,403.56,1351.83,200.91,846.07
c003796,Male,divorced,42,0,2,165.2738686,64,5650.73,LMI,551.96,3273.88,255,141.87,1057.46,64.25,806.2
c003797,Female,divorced,34,0,1,124.1894385,36,4853.71,LMI,1715.84,3307.26,79,434.43,1051.23,179.92,868.82
c003798,Female,single,38,0,1,147.0359662,35,4849.67,Affluent,1296,3411.38,116,304.5,824.76,339.3,964.34
c003799,Female,divorced,40,0,2,117.386233,59,5510.58,LMI,781.31,1860.82,281,519.49,1204.76,207.79,862.48
c003800,Female,married,40,0,3,150.5172931,69,5731.61,Affluent,184.58,2733.68,87,155.48,1186.82,41.24,821.67
c003801,Female,single,58,0,1,170.310951,62,4859.82,Affluent,961.65,2887.08,0,257.98,1152.4,159.3,847.43
c003802,Male,divorced,47,0,1,148.6425692,106,5593.97,Mass,1498.57,3351.57,375,273.39,831.92,205.66,757.14
c003803,Male,married,34,0,2,179.7834542,55,5536.22,LMI,655.19,3048.27,293,301.5,1180.96,115.23,568.87
c003804,Male,single,49,0,1,167.2781029,73,4775.57,Affluent,1009.44,1898.32,289,531.15,1093.79,317.68,841.76
c003805,Female,single,31,0,1,208.965214,23,5509.32,LMI,1074.65,2065.27,370,330.83,1170.01,264.03,701.01
c003806,Female,divorced,58,0,1,136.768016,30,4336.94,Affluent,1226.13,3264.75,159,142.25,1107.38,275.7,785.21
c003807,Male,married,39,0,1,145.7222631,44,4772.39,Affluent,1408.82,2396.3,0,154.49,987.48,416.92,772.2
c003808,Male,divorced,51,0,2,135.4666616,46,4591.27,LMI,1277,2619.24,281,306.45,1142.99,42.84,817.37
c003809,Female,single,39,0,2,158.8853617,83,5456.77,Mass,904,2160.7,172,137.5,947.21,383.75,584.58
c003810,Male,single,29,0,1,114.9476321,46,4287.4,Mass,1235.94,3184.28,317,384.61,953.51,186.05,836.68
c003811,Female,divorced,34,1,1,146.5110422,42,5050.75,LMI,2060.2,3000.64,227,372.99,1133.4,219.62,688.24
c003812,Female,divorced,24,1,1,146.1577011,47,5064.29,Mass,788.8,2944.65,247,479.28,539.65,188.09,807.5
c003813,Female,married,37,1,1,125.3214682,57,5312.03,Affluent,763.74,2474.64,262,372.43,701.22,297.47,734.65
c003814,Female,single,53,1,2,116.7913516,57,5047.29,Affluent,1630.51,2870.39,324,212.38,1060.14,22.97,913.03
c003815,Male,married,33,0,1,139.7079016,85,5577.34,Affluent,1413.99,3829.89,287,286.67,1246.87,234.66,827.48
c003816,Male,divorced,43,1,2,153.7516676,46,4421.75,Mass,900.74,2631.33,104,528.77,1214.22,168.54,970.79
c003817,Male,divorced,43,0,1,182.6513833,70,4237.25,Mass,1635.97,3579.35,92,259.54,901.62,290.5,845.29
c003818,Female,divorced,39,0,1,127.084417,12,4603.54,Affluent,1042.37,3025.09,151,154.92,900.77,119.32,714.43
c003819,Male,single,31,0,2,163.629517,69,4896.81,Affluent,600.92,3491.85,187,461.38,921.11,235.17,661.39
c003820,Female,married,25,0,2,121.5042909,64,4646.11,Mass,1491,4039.32,281,382.87,1089.76,291.38,885.17
c003821,Female,divorced,24,0,2,196.8366459,80,5264.56,LMI,1820.54,3138.01,223,286.79,1168.42,364.73,858.98
c003822,Female,divorced,32,0,1,151.6982291,67,4931.12,LMI,1337.86,2777.45,140,427.79,616.32,123.29,854.81
c003823,Male,married,19,0,1,175.8642532,49,4864.21,Affluent,1040.01,3848.16,208,211.81,773.39,277.89,652.43
c003824,Female,single,50,0,1,156.8521871,27,4936.04,Mass,690.74,2302.43,269,209.08,852.55,200.96,804.95
c003825,Male,single,44,1,1,166.8860475,71,5523.37,Affluent,901.27,3938.04,278,343.64,921.12,205.55,761.11
c003826,Male,married,41,0,1,144.6878201,66,4408.61,LMI,549.12,3011.63,257,274.21,943.84,207.57,813.42
c003827,Male,divorced,41,0,2,147.9154443,64,5333.91,Affluent,268.82,2728.14,340,268.82,1117.25,268.82,708.77
c003828,Male,divorced,64,0,1,141.1642543,61,4632.62,Mass,442.61,2305.08,242,304.73,1048.35,190.02,841.58
c003829,Female,married,50,0,1,167.8869641,70,4869.19,Affluent,638.68,2490.95,294,396.11,999.78,143.84,829.53
c003830,Female,single,28,1,2,164.200721,78,5011.62,Mass,1309.92,2722.47,109,217.6,1179.97,169.01,751.42
c003831,Female,single,43,0,1,165.5433457,39,4868.62,Mass,1324.92,3824.66,410,346.82,837.22,294.28,700.59
c003832,Male,single,44,0,2,169.9907336,34,5364.69,Mass,807.74,1622.32,313,379.47,1159.71,222.04,976.59
c003833,Male,single,22,0,2,193.5249759,54,5676.99,Mass,989.55,3114.88,323,353.7,895.74,150.37,937.97
c003834,Male,single,42,0,2,139.3770079,43,5551.56,Mass,1282.49,3252.56,322,323.61,826.65,182.86,784.47
c003835,Female,divorced,58,1,1,138.6951314,63,5286.84,LMI,1502.4,2985.32,193,361.02,1188.23,172.8,781.81
c003836,Female,married,58,0,2,158.8873633,43,6102.13,Mass,1623.04,3141.87,182,259.15,1193.65,301.04,665.16
c003837,Female,divorced,35,0,2,91.06974355,39,4612.4,Affluent,604.25,3190.53,145,361.79,697.22,209.96,684.54
c003838,Female,single,29,0,2,153.2824483,57,5146.35,Mass,1068.11,2654.11,127,536.27,1285.73,286.91,797.9
c003839,Male,single,52,1,1,146.8980889,58,4217.78,Affluent,1258.28,3736.85,192,283.52,1363.26,81.64,916.74
c003840,Female,married,42,0,1,149.7544179,34,5312,LMI,1161.11,3672.88,0,376.12,1088.44,82.81,855.22
c003841,Female,single,43,0,1,155.941485,45,4596.58,Mass,2173.42,2708.42,28,317.05,778.53,259.35,895.28
c003842,Female,divorced,36,1,1,130.8672376,43,4727.9,Affluent,303.17,2411.15,268,303.17,748.88,278.92,889.64
c003843,Female,single,26,1,2,106.2062764,53,4654.12,Mass,624.63,2863.58,0,317.59,1067.19,152.4,715.69
c003844,Male,divorced,38,0,2,157.8397715,33,4934.88,LMI,1248.66,2752.64,250,326.51,985.66,266.26,769.51
c003845,Female,single,28,1,1,154.4483978,71,6091.22,Mass,979.5,2854.67,245,280.95,950.9,153.64,826.04
c003846,Male,married,48,0,2,110.7131659,38,4888.53,Affluent,1096.95,3099.76,213,379.52,1025.01,114.89,696.47
c003847,Female,married,48,1,2,161.1038409,48,5034.31,Affluent,2500.91,2888.3,102,196.14,1528.75,76.17,741.43
c003848,Female,divorced,39,0,2,149.9283164,40,5864.7,LMI,1624.6,3026.62,209,274.21,1133.19,269.26,677.03
c003849,Male,married,32,0,2,150.1254509,72,5661.94,Affluent,1603.84,2284.21,0,260.7,975.14,189.78,768.44
c003850,Male,divorced,37,0,1,176.2305911,46,5380.28,Affluent,1365.91,2772.68,414,268.3,1336.81,109.73,733.86
c003851,Female,single,32,1,2,164.1219697,79,5231.21,LMI,49.45,2014.52,155,49.45,1091.26,49.45,863.51
c003852,Male,married,27,0,2,145.4138723,18,4499.43,Mass,889.84,3186.82,211,363.14,992.07,368.77,928.74
c003853,Male,single,12,0,3,145.8648193,59,5778.72,LMI,639.37,2534.41,255,310.41,882.96,56.92,851.99
c003854,Male,married,50,1,0,159.7112395,19,6110.21,Affluent,1523.23,3547,319,403.67,594.32,163.74,794.54
c003855,Female,divorced,37,0,2,151.7214454,62,4964.96,Mass,1691.38,2952.32,139,447.79,1022.15,343.61,980.65
c003856,Male,divorced,35,1,1,125.2822676,56,5388.79,LMI,280.28,3452.37,266,280.28,783.75,183.7,799.41
c003857,Female,married,18,1,1,162.7975979,45,4582.05,Affluent,577.71,2341.55,194,374.88,1152.12,336.25,934.12
c003858,Female,married,38,1,1,184.5490078,18,5216.37,Mass,1853.66,2953.51,422,327.72,799.84,256.74,857.56
c003859,Male,married,19,1,2,114.2831257,22,4291.31,Mass,420.58,3206.95,349,205.64,860.19,207.3,784.63
c003860,Female,married,28,0,2,159.6700188,44,5008.19,Mass,1227.59,2199.47,34,374.64,859.68,290.31,686.99
c003861,Female,divorced,43,0,1,170.5526146,39,5796.53,Mass,1267.41,2334.58,74,233.82,1126.13,282.13,804.48
c003862,Male,single,20,0,1,174.0926975,8,5039.05,Affluent,1572.02,3145.47,357,321.02,983.32,56.07,739.67
c003863,Female,single,52,0,2,157.5651153,32,4776.19,Affluent,870.55,3485.76,416,342.56,1017.86,144.29,881.08
c003864,Female,divorced,39,0,1,179.1018222,50,5168.34,LMI,727.32,3450.27,373,208.51,709.23,179.22,766.14
c003865,Male,divorced,45,0,1,127.9157954,21,4547.81,LMI,1853.09,2184.6,200,368.51,1003.43,74.66,881.15
c003866,Male,single,33,0,2,150.0850264,49,5007.25,LMI,1267.86,2378.44,257,318.04,718.72,238.81,896.53
c003867,Female,single,27,0,2,149.071462,58,5327.26,Affluent,900.21,3319.24,286,225.79,1206.32,255.86,661.34
c003868,Male,single,56,0,2,151.0313402,83,4684.15,Affluent,799.93,2485.51,137,462.97,1180.34,126.56,618.44
c003869,Female,married,34,0,1,143.3744901,10,4594.1,Affluent,1795.53,2990.4,253,288.79,1111.17,293.81,759.9
c003870,Female,single,47,0,2,132.5083985,44,4901.17,Mass,387.65,2627.63,100,350.47,1090.73,323.99,793.36
c003871,Female,married,52,1,1,140.1533104,61,4886.83,Mass,1898.33,2662.28,98,358.41,993.39,363.37,837.87
c003872,Female,divorced,36,1,2,110.4262377,54,4851.97,LMI,871.78,3599.99,156,298.09,924.24,183.86,640.17
c003873,Female,divorced,30,1,2,138.9022233,66,5687.96,Mass,1226.88,3678.9,398,177.71,906.66,381.37,843.71
c003874,Female,married,28,0,2,149.7442728,56,4627.15,Affluent,816.36,2929.58,315,227.66,904.59,215.98,862.06
c003875,Female,single,49,1,2,146.2433767,7,4619.8,LMI,238.24,2610.32,190,149.19,991.08,223.69,855.31
c003876,Female,single,27,1,2,139.8910854,45,4738.62,Affluent,430.2,2913.88,270,409.65,716.07,181.4,886.23
c003877,Male,married,28,1,2,146.8322191,64,5114.34,Affluent,933.34,3164.29,275,316.32,1026.21,200.93,773.53
c003878,Female,divorced,47,0,1,138.9541031,60,4264.22,LMI,1751.5,2669.77,137,326.18,1068.04,173.71,934.46
c003879,Female,divorced,46,1,2,163.2436859,57,4683.91,Mass,1165.96,2880.4,231,313.94,934.23,266.39,717.27
c003880,Male,single,34,0,2,123.7698326,42,5582.74,LMI,1103.07,3291.72,127,433.42,949.28,136.13,612.22
c003881,Female,divorced,34,0,1,160.4228186,13,4611.56,Mass,1450.59,3515.57,0,342.26,1009.92,230.26,834.16
c003882,Male,single,33,1,1,137.4905414,72,5115.07,LMI,338.1,2809.25,192,158.66,943.35,255.63,810.09
c003883,Male,married,47,0,2,135.2565973,84,5688.56,Mass,587.64,3677.53,244,521,1296.45,307.11,897.47
c003884,Female,divorced,38,1,2,171.6649748,59,5293.91,LMI,1694.07,3337.43,152,344.26,1106.44,313.24,833.67
c003885,Female,married,48,1,1,145.2924071,70,4983.9,Mass,1053.25,4020.07,317,140,1094.75,271.17,986.11
c003886,Female,married,53,0,1,149.7346461,27,4828.6,Mass,943.4,2962.74,249,466.28,1046.7,422.79,693.64
c003887,Male,divorced,25,0,1,141.9771624,67,5092.24,Mass,357.52,3906.12,445,357.52,700.32,102.57,839.7
c003888,Female,single,64,0,1,169.0695509,51,5378.92,Affluent,1043.15,2205.29,255,382.31,944.13,223.16,779.28
c003889,Female,divorced,44,0,2,126.4935547,35,4358.81,Affluent,1224.83,3003.98,131,333.35,1121.41,304.86,919.67
c003890,Male,divorced,32,1,2,165.9252894,56,4458.01,LMI,1428.27,4192.8,87,119.4,737.27,281.02,851.69
c003891,Female,married,40,0,1,128.3036885,11,5933.64,Affluent,1078.64,2320.71,124,204.59,735.46,176.56,811.87
c003892,Male,divorced,44,0,1,164.2659457,99,5007.85,Affluent,534.85,2690.87,85,290.48,543.32,229.9,737.38
c003893,Male,divorced,42,0,2,136.9399391,44,5903.75,Affluent,1424.39,3274.36,130,243.9,975.56,108.15,724.01
c003894,Male,divorced,49,1,2,153.2660332,53,4900.71,LMI,779.54,3410.67,179,399.16,900.74,258.78,692.57
c003895,Male,single,30,1,2,134.1433993,48,5600.03,Affluent,785.17,3740.97,185,281.64,805.9,157.31,783.69
c003896,Female,married,38,1,1,121.1734128,50,5048.82,Affluent,549.85,2840.32,194,268.39,1028.82,233.57,823.66
c003897,Female,single,47,1,2,136.366657,34,5465.73,Mass,1126.31,3124.48,40,353.91,958.11,150.33,702.26
c003898,Female,single,32,0,2,157.3845936,31,5412.34,Affluent,343.02,2683.28,208,343.02,966.17,45.61,846.48
c003899,Female,divorced,33,0,1,93.4519306,57,4170.33,Mass,777.46,2578.92,186,397.64,1356.39,131.8,548.39
c003900,Male,married,45,1,1,175.5903829,44,4965.71,LMI,1431.19,3588.75,108,278.93,1009.29,153.08,964.28
c003901,Male,divorced,54,0,1,136.5799473,0,5415.35,Affluent,1271.73,2923.16,57,340.27,886.51,87.37,903.14
c003902,Male,divorced,28,1,3,125.4384327,65,5427.59,LMI,1352,2589.56,5,251.04,945.85,169.55,811.33
c003903,Female,divorced,34,0,1,119.0589793,47,3983.58,LMI,1019.14,2641.96,183,156.68,1200.93,55.4,840.49
c003904,Female,single,31,0,2,134.4342384,58,4592.96,LMI,486.08,3513.46,506,320.72,873.95,89.4,830.26
c003905,Male,divorced,53,0,1,152.1568147,56,6219.1,LMI,594.94,3175.24,265,253.31,862.21,227.21,794.86
c003906,Male,married,19,1,1,166.9753892,61,5951.27,Mass,1006.29,3514.92,311,377.09,946.14,154.34,707.92
c003907,Female,divorced,48,1,1,129.9757185,88,5429.37,LMI,775.22,3041.37,201,446.14,852.1,211.65,720.22
c003908,Female,divorced,32,1,1,149.7138112,52,5242.51,Affluent,601.99,3192.84,0,272.61,1076.53,48.24,756.06
c003909,Female,single,40,1,2,147.4798511,69,5560.25,Mass,22.49,2695.22,254,22.49,971.21,10.17,607.94
c003910,Male,married,45,1,0,144.7442707,56,6263.48,Affluent,1054.1,3134.31,325,208.01,964.01,218.11,794.4
c003911,Male,divorced,30,0,2,158.3319872,65,4663.13,Affluent,1097.65,3033.35,99,442.87,578.31,228.4,716.27
c003912,Male,divorced,29,0,2,151.8692483,53,4822.29,Affluent,415.33,3466.02,90,149.75,970.47,211.42,813.5
c003913,Female,single,50,0,0,122.1137381,50,5583.09,LMI,623,3012.48,131,357.24,933.22,211.47,985.91
c003914,Male,married,58,0,2,172.0322899,24,5040.34,Mass,1594.26,1871.3,190,120.32,1043.03,182.64,673.11
c003915,Female,divorced,43,0,1,143.2191673,49,4776.15,Mass,979.71,3151.01,197,416.58,867.1,216.2,863.81
c003916,Female,married,32,0,1,127.0175072,59,4742.02,Mass,1314.87,3120.53,324,208.77,936.05,336.17,798.5
c003917,Male,married,24,0,2,139.3037743,46,4095.68,Affluent,1355.76,2757.01,335,278.76,960.01,137.35,811.32
c003918,Male,divorced,21,0,2,105.8226174,63,4964.75,Mass,1267.98,2538.01,80,239.47,1203.8,40.77,814.97
c003919,Female,single,42,0,1,152.918354,40,4675.38,LMI,6.51,2336.44,12,6.51,637.17,6.51,891.77
c003920,Female,married,41,0,2,131.3317913,66,4530.14,LMI,1168.31,2360.75,81,337.92,925.41,63.3,790.38
c003921,Male,divorced,33,1,1,124.244006,82,4814.44,LMI,1413.81,2767.49,295,234.68,1187.55,39.65,984.62
c003922,Male,single,31,0,2,179.1945295,18,4885.58,LMI,1307.2,3787.11,15,478.52,1301.03,79.81,721.88
c003923,Male,divorced,25,0,2,164.6803824,78,5171.82,Mass,1039.6,2706.86,207,224.47,1084.87,235.17,634.9
c003924,Male,divorced,39,0,1,158.20812,20,5133.34,Affluent,711.14,2085.7,314,247.84,1316.78,119.82,824.26
c003925,Female,married,40,0,2,168.1882802,55,5178.78,Affluent,520.15,2346.06,301,161.11,914.11,310.99,841.51
c003926,Female,single,40,0,1,168.1316053,61,4626.43,Affluent,1200.19,2852.88,195,252.91,1330.66,287.75,747.97
c003927,Male,single,32,0,1,137.4209091,40,5366.65,Mass,777.73,3003.81,58,261.26,810.75,131.31,898.6
c003928,Female,divorced,29,0,2,129.7318008,74,5440.52,Affluent,743.94,4239.33,236,295.66,718.23,310.57,940.03
c003929,Female,single,42,1,2,148.6733639,59,4882.01,Affluent,598.9,3853.28,153,331.48,1234.29,92.09,742.26
c003930,Female,married,49,0,2,132.6320203,46,4683.86,Affluent,1012.63,3483.45,318,252.11,936.63,116.18,872.4
c003931,Female,married,34,0,2,182.4904252,36,4672.36,Mass,922.85,2218.78,185,277.44,887.58,149.89,780.15
c003932,Female,divorced,49,1,2,148.3907825,17,5159.63,Affluent,285.9,3259.81,257,285.9,1015.64,57.05,852.13
c003933,Male,married,36,1,2,122.2566867,26,5082.23,LMI,1532.33,3862.92,111,263.53,669.97,157.02,853.26
c003934,Male,married,54,0,3,162.2088719,21,5913.25,Mass,1922.11,2658.21,190,257.39,1101.67,172.5,702.71
c003935,Female,divorced,45,0,1,163.7744247,20,4852.41,LMI,1011.55,2839.16,190,215.44,1029.61,370.66,950.13
c003936,Male,married,16,0,1,167.6535445,39,4817.96,Affluent,560.36,2585.72,194,264.58,935.13,369.59,806.91
c003937,Female,single,17,1,3,103.5006527,62,5497.37,Affluent,746.54,2376.53,321,238.92,898.22,152.27,783.63
c003938,Female,divorced,47,0,2,143.8277252,40,4596.33,LMI,72.97,2962.12,0,72.97,1434.82,72.97,822.56
c003939,Male,married,27,0,2,141.7000859,88,5531.49,LMI,1057.13,2646.68,148,314.95,868.43,240.46,840.14
c003940,Female,single,24,0,1,155.5263619,50,4036.22,Affluent,422.65,3308.64,183,336.58,693.45,124.91,622.72
c003941,Female,single,39,1,1,161.5968108,31,5082.98,LMI,1397.44,3293.89,308,451.35,851.23,333.81,932
c003942,Female,single,49,1,1,154.3126142,82,4545.13,Affluent,1442.68,2653.67,69,270.09,1077.66,209.05,715.87
c003943,Male,married,51,0,2,133.0885467,36,5276.71,LMI,1191.87,2887.69,265,197.44,1394.59,60.92,834.14
c003944,Male,married,26,0,2,121.0405516,55,4860.71,LMI,705.49,1589.09,356,401.09,1265.67,185.69,755.24
c003945,Male,married,38,1,2,148.1061584,54,5435.22,LMI,317.52,3452.87,210,193.74,798.96,132.91,830.51
c003946,Female,single,30,0,2,105.3001075,50,4679.34,Affluent,1356.53,3154.11,123,424.46,1171.01,2.87,924.42
c003947,Male,married,47,0,2,179.5176112,70,4917.8,LMI,838.18,2982.89,62,391.14,1002.66,117.1,910.71
c003948,Male,divorced,42,1,2,145.493639,55,5303.23,Mass,852.09,3102.77,328,485.57,507.87,405.06,760.9
c003949,Female,single,43,1,2,118.252732,68,5316.93,LMI,745.88,3549.5,206,322.09,1006.06,142.66,823.88
c003950,Female,divorced,28,1,2,138.5473624,71,4755.37,Affluent,495.18,2682.33,186,180.12,970.92,205.57,832.34
c003951,Male,divorced,44,1,1,186.5670542,69,3876.09,LMI,1087.45,3037.41,160,395.99,767.91,4.23,758.36
c003952,Male,divorced,30,1,2,130.0564482,55,5108.53,Affluent,1131.87,2351.93,370,201.02,1053.27,199.32,824.18
c003953,Female,single,40,0,1,136.4876774,32,5059.91,Affluent,1819.91,2841.84,186,99.92,680.83,264.68,765.76
c003954,Male,divorced,51,0,1,152.1472246,50,4685.82,LMI,2107.69,2278.49,0,376.86,1231.82,140.3,691.15
c003955,Male,married,55,0,1,156.9757583,31,4112.46,Mass,1619.47,3189.07,239,249.5,877.98,374.27,834.9
c003956,Male,divorced,40,0,1,134.9218675,71,5543.07,LMI,1419.41,3207.53,192,310.35,607.39,47.87,914.71
c003957,Male,married,41,0,1,176.2035912,52,5447.65,LMI,747.42,2916.99,200,162.58,1134.46,314.81,819.19
c003958,Female,married,43,1,1,136.2714842,48,4802.59,Mass,1356.97,3252.82,76,363.88,1145.84,269.56,846.2
c003959,Female,married,32,0,1,147.0829578,75,4866.07,Mass,223.97,3301.52,242,205.38,753.82,223.97,787.81
c003960,Male,divorced,46,0,1,131.6806288,68,5034.95,Affluent,1405.8,3859.76,186,484.92,1051.35,99.92,991.37
c003961,Female,divorced,36,1,1,145.4560762,29,4928.56,Affluent,1081.87,2425.31,265,223.77,1087.07,193.13,658.35
c003962,Female,married,52,1,1,138.6738814,74,5826.56,Mass,634.96,2973.24,164,319.16,849.14,300.36,734.28
c003963,Male,single,34,1,1,162.404959,103,4681.02,Mass,646.18,2741.09,213,143.22,709.57,89.39,842.87
c003964,Male,divorced,47,0,2,172.8844396,31,4690.04,Affluent,1451.32,2539.13,140,212.08,1009.47,47.18,661
c003965,Female,married,58,1,2,180.0193681,54,5800.27,Affluent,899.45,3501.11,424,176.71,1054.15,427.57,864.21
c003966,Male,divorced,57,0,1,159.1378962,43,5768.77,Mass,1559.7,2196.81,117,383.04,756.52,271.09,814.82
c003967,Female,married,38,0,2,136.881429,34,5313.49,Mass,670.34,2271.2,171,456.59,657.6,167.42,615
c003968,Male,single,36,0,2,164.4282968,53,5767.48,Mass,577.07,3062.84,22,406.91,958.04,13.2,852.05
c003969,Female,single,25,0,2,153.5508839,63,5114.19,Mass,76.58,1593.34,440,76.58,1250.64,76.58,980.85
c003970,Female,single,48,1,1,126.4113383,54,5117.24,Affluent,1027.53,2906.9,134,201.18,1135.21,471.89,776.46
c003971,Male,single,18,1,0,165.3555871,80,4934.84,LMI,356.92,3574.89,143,113.09,1055.34,127.75,792.26
c003972,Female,single,30,0,1,148.7066485,29,5207.91,Mass,1302.22,2684.82,421,291.58,1147.21,277.16,803.43
c003973,Male,divorced,36,0,1,161.634151,52,5190.57,Affluent,710.36,2819.61,190,195.08,1066.97,235.82,783.18
c003974,Male,divorced,43,1,2,142.6947724,76,5540.82,Affluent,832.19,3035.11,47,280.19,839.7,312.87,888.37
c003975,Male,single,56,0,1,168.9874458,45,4755.21,Mass,133,1228.68,62,133,978.53,133,821.41
c003976,Female,single,28,0,2,128.9481858,61,5480.02,LMI,2116.77,3720.27,337,295.55,1226.61,265.63,698.89
c003977,Female,divorced,42,1,2,152.2083546,44,5479.88,LMI,1298.22,2233.76,213,359.81,854.16,277.06,842.14
c003978,Female,divorced,32,1,2,156.2321352,31,4918.25,Affluent,666,2485.03,190,174.17,867.33,198.74,769.93
c003979,Male,single,31,0,1,159.759136,74,5855.33,Affluent,1369.39,2740.82,133,364.14,893.58,230.77,852.1
c003980,Male,married,43,0,1,124.4286872,38,5416.96,Affluent,1148.61,2751.66,277,224.16,1231.58,323.25,713.17
c003981,Male,married,46,1,2,158.0086978,8,4918.72,LMI,1422.95,3174.49,141,413.88,1126.05,116.11,573.63
c003982,Female,single,25,0,2,136.2341652,44,5633.21,LMI,252.26,2629.22,342,252.26,736.27,45.91,900.97
c003983,Female,married,42,0,1,147.5545957,83,4852.81,Affluent,308.32,3693.24,255,250.99,1271.61,249.88,674.01
c003984,Female,married,50,0,1,147.9489566,12,4548.04,LMI,1003.8,3148.22,170,408.44,886.36,198.34,1002.11
c003985,Male,married,32,0,2,160.2066941,47,5146.02,Affluent,881.09,3079.55,162,196.9,993.41,158.17,862.68
c003986,Female,divorced,45,1,1,117.0731476,87,4482.18,LMI,62.54,2947.2,0,62.54,1438.08,62.54,871.1
c003987,Male,divorced,22,1,2,113.6576193,81,4636.35,LMI,876.37,3227.89,147,185.92,967.36,178.4,784.82
c003988,Male,divorced,29,0,2,158.7693599,55,5081.27,Affluent,1666.2,3244.34,206,303.33,1099.38,40.98,858.39
c003989,Female,married,37,0,0,156.2884453,46,4735.39,Mass,1710.39,3586.94,177,388.04,1130.8,203.73,739.86
c003990,Female,divorced,29,0,1,169.9171224,34,4827.82,Mass,2517.23,1930.19,247,328.28,582,138.41,785.41
c003991,Female,married,43,1,2,148.6208563,64,5234.33,Affluent,436.78,3216.05,353,336.77,958.82,308.27,866.21
c003992,Female,divorced,28,0,1,140.4102522,51,4427.64,LMI,1123.23,2746.66,52,417.13,894.41,219.33,853.12
c003993,Female,married,45,0,2,125.1009243,55,5371.48,Affluent,1334.07,2937.6,108,271.18,892.61,63.6,858.63
c003994,Male,married,52,0,1,131.8307961,63,4993.05,LMI,1320.4,2641.65,246,399.01,652.43,186.89,624.69
c003995,Female,single,36,1,1,158.7003509,48,5480.34,Affluent,956.21,2509.98,102,172.46,1082.35,286.45,822.84
c003996,Male,married,39,0,1,180.7225934,68,5595.39,LMI,1043.94,2132.92,320,132.27,740.29,302.84,701.39
c003997,Male,divorced,69,0,0,141.0477611,53,4746.28,LMI,1637.9,3570.99,127,365.44,740.78,240.46,910
c003998,Male,married,38,0,1,126.1867852,71,5050.44,Affluent,2135.13,3535.91,318,403.39,1092.07,217.57,754.18
c003999,Female,married,40,0,1,130.156233,42,5895.87,LMI,1400.39,3674,10,222.74,885.91,277.39,810.99
c004000,Female,single,67,0,1,137.1601167,87,5586.27,Affluent,1314.78,2800.34,326,244.66,1071.97,226.47,1013.99
c004001,Male,divorced,41,0,1,143.9748888,43,5308.71,Mass,2095.2,3066.84,199,241.79,954.2,9.37,694.75
c004002,Female,single,64,0,1,164.4683328,79,5003.57,Affluent,1668.26,2745.51,0,260.23,1036.73,206.04,775.75
c004003,Male,married,38,1,2,147.5242243,49,4573.78,LMI,894.16,2671.65,298,321.31,646.35,26.79,764.78
c004004,Female,married,40,0,2,147.2323305,79,4736.02,Affluent,598.56,3076.65,183,493.23,820.89,217.37,617.46
c004005,Female,single,29,1,1,132.0568965,75,4373.02,Mass,1288.12,2586.02,63,331.95,1023.35,325.38,631.63
c004006,Male,married,55,1,1,131.9994142,46,5387.13,LMI,843.93,3070.62,363,349.37,1028.7,59.41,772.02
c004007,Male,married,32,0,2,168.4422048,38,5645.14,LMI,702.42,2687.13,41,404.48,848.82,73.95,728.36
c004008,Male,married,40,1,1,177.0845253,105,4471.92,LMI,846.89,2992.25,199,336.89,829.88,159.84,644.72
